audio_path,客語漢字,客語拼音
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/g9yda4g8ri.wav,等下 達里拉,den31 ha55 tad43 li31 la55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/0ibqo524is.wav,勞力 捷巴利,loo31 lad43 ciab43 ba11 li55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/76ymmol13w.wav,你講過遐粒水晶 毋會用摸著高能量个物件石頭漿敢算算啊水晶个力量得火山爆發啊,hen53 gong31 goo31 ga24 liab43 fi31 zin11 m11 bboi55 rhung55 mia11 choo55 goo11 nen53 liong55 e55 mi55 kien55 sha55 teu53 ziong11 gam31 son31 son31 a11 fi31 zin11 e55 lid43 liong55 ded24 foo31 san11 bau31 fad24 a33
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/b5vcwr69wo.wav,遐聽起來真驚人細義哦 大家遐粒火山準備討爆發啊這兜石頭漿會直接流入去烏岩村討仰子這攏愛怪𠊎啦,ga24 ten11 ki31 loi53 zhin11 giang11 ngin53 se31 ngi55 o24 tai55 ga11 ga24 liab43 foo31 san11 zhin31 pi55 too31 bau31 fad24 a31 li24 deu11 sha55 teu53 ziong11 bbue55 chid43 ziab24 lau53 ngib43 kui31 bbu11 ngam53 chen11 too31 ngiong55 zu31 lia24 lung31 oi31 guai31 ngai53 la11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/8dnbr60dna.wav,好啦 大家𫣆人愛拁村民遷走送去安全个所在,hoo31 la11 tai55 ga11 een11 ngin53 oi31 ga11 chen11 min53 cien11 zeu31 sung31 kui31 on11 cien53 e55 su31 cai55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/zlhwyyl4j1.wav,莫擘心石頭漿來進前送大家起去爬行者號請大家去你人頭近个撤退艙猶个事頭即交得王國戰隊發射裝備艙,mai31 ba24 sim11 sha55 teu53 ziong11 loi53 zin31 cien53 sung31 tai55 ga11 ki31 kui31 pa53 hang53 zha31 hoo55 ciang31 tai55 ga11 kui31 hen53 ngin53 teu53 kun11 e55 ted24 toi31 cong11 iua53 e11 she55 teu53 cid43 gau11 ded24 ong53 gud24 zhen31 tui55 fad24 sha55 zong11 pi55 cong11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/f584d1zzgs.wav,熊族攏安全啊 路卡勞力 史帕琪捷巴利 拁佢人集合起來好 路卡𠊎人真緊即會得遐兜熊安全个,him53 cu55 lung31 on11 cien53 a33 lu55 ka31 loo31 lad43 su31 pa31 pa31 ciab43 ba11 li55 ga11 gui53 ngin53 zib43 hab43 ki31 loi53 hoo31 lu55 ka31 ngai53 ngin53 zhin11 gin31 cid43 bbue55 da24 ga24 deu11 him53 on11 cien53 e11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/vt8avq9k2b.wav,恁𠊎人咧會用替𠊎人爭一兜時間定著有得石頭漿慢落來个辦法無問題 路卡,en24 ngai53 ngin53 le11 bbue55 rhung55 te31 ngai53 ngin53 zang11 rhid24 deu11 shi53 geen11 ten55 choo55 rhiu11 ded24 sha55 teu53 ziong11 men55 loo55 loi53 e55 peen55 fad24 mo53 mun55 te53 lu55 ka31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/umjnml5o81.wav,𠊎攏怪𠊎急著討愛安全發電機落尾正會拁佢挵入去火山𠊎正會拁水晶打毋見無 達里拉 莫按責備自家這係一個失誤,ngai53 lung31 guai31 ngai53 gib24 choo55 too31 oi31 on11 cien53 fad24 teen55 gi11 loo55 mui11 zhang31 bbue55 ga11 gui53 long31 ngib43 kui31 foo31 san11 ngai53 zhang31 bbue55 ga11 fi31 zin11 da31 m11 gien55 mo53 tad43 li31 la11 mai31 an24 zid24 pi55 zi11 ga11 lia24 he55 rhid24 gai31 shid24 ngu55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/oemjn104sj.wav,毋過𠊎嘛又擱毋著咧,m55 goo31 ngai53 ma11 iu55 goo24 m55 chioo55 le11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/c1z1h8o2ef.wav,做了好 大家這滿正伸幾*下個撤離艙啊,zoo31 leeu31 hoo31 tai55 ga11 li24 man31 zhang31 chin55 gi31* ha55 gia33 gai31 ted24 li53 cong11 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/e5l2346tod.wav,收著,shiu11 choo55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/nmz8iap9ku.wav,好 達里拉 計畫係麼个𠊎𠊎無確定若係講耬一條磅空來改變石頭漿个方向咧係會用个 毋過所在咧愛耬幾深 𠊎即係毋知啊,hoo31 tad43 li31 la11 ge31 fa55 he55 bboo24 gai31 ngai53 ngai53 mo53 koo24 ten55 na31 he55 gong31 leu31 rhid24 teeu53 bong55 kung11 loi53 goi31 bien31 sha55 teu53 ziong11 e55 fong11 hiong31 le11 he55 bbue55 rhung55 e55 m55 goo31 su31 cai55 le11 oi31 leu31 gi31 chim11 ngai53 cid43 he55 m11 di11 a31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/n3dlajtelj.wav,你毋知哦按𠊎臆這個所在真合,hen53 m11 di11 o11 an24 ngai53 rhio24 li24 gai31 su31 cai55 zhin11 hab43
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/6y79dbv3kc.wav,提絜 你在做麼个若係一直按石頭漿即會走到這裡來毋會走去熊个莊頭你鑽个方向傷偎石頭漿啊啦緊走𠊎這滿知啊,te55 gied24 hen53 da55 zoo31 bboo24 gai31 na31 he55 rhid24 chid43 an24 sha55 teu53 ziong11 cid43 bbue55 zeu31 doo31 li24 le31 loi53 m11 bboi55 zeu31 kui31 him53 e55 zong11 teu53 hen53 zon31 e55 fong11 hiong31 shiong55 bba31 sha55 teu53 ziong11 a31 la11 gin31 zeu31 ngai53 li24 man31 di11 a31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/lanof4ifl8.wav,提絜 你仰子啊,te55 gied24 hen53 ngiong55 zu31 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/6nsudpyxwy.wav,𠊎無仰子 正經足危險个壞啊捷巴利在遐兜石頭漿个路上啊捷巴利報告𠊎已經檢查過莊頭啊 無熊啊大家攏走啊,ngai53 mo53 ngiong55 zu31 zhin31 gen11 ziu24 bbui53 hiam31 e11 fai55 a33 ciab43 ba11 li55 le55 ga24 deu11 sha55 teu53 ziong11 e55 lu55 shiong55 a31 ciab43 ba11 li55 boo31 goo31 ngai53 rhi31 gen11 giam31 za11 goo31 zong11 teu53 a31 mo53 him53 a11 tai55 ga11 lung31 zeu31 a31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/i16uo01vf8.wav,𠊎走毋*會去啊大家 捷巴利得石頭漿圍个𠊎拁佢个位場傳得你人捷巴利 加油 𠊎人來啊史帕琪 攔緊送遐兜熊走,ngai53 zeu31 m11 *bboi55 moi24 kui31 a11 tai55 ga11 ciab43 ba11 li55 ded24 sha55 teu53 ziong11 bbi53 e11 ngai53 ga11 gui53 gai31 bbi55 chong53 chen53 ded24 hen53 ngin53 ciab43 ba11 li55 ga11 rhiu53 ngai53 ngin53 loi53 a11 su31 pa31 ki53 lan53 gin31 sung31 ga24 deu11 him53 zeu31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/alnv71fvsz.wav,這滿捷巴利有危險啊𠊎个毋著得事情變到擱較壞啊𠊎在耬進前愛先想好勢𫣆人攏做毋著啊大家事情變到有一兜仔麻煩呢,li24 man31 ciab43 ba11 li55 rhiu11 bbui53 hiam31 a11 ngai53 e55 m55 chioo55 ded24 su55 cin53 bien31 doo31 goo24 ka31 fai55 a33 ngai53 da55 leu31 zin31 cien53 oi31 sien11 siong55 hoo31 she31 een11 ngin53 lung31 zoo31 m55 choo55 a31 tai55 ga11 su55 cin53 bien31 doo31 rhiu11 rhid24 deu11 a53 ma53 fan53 ne31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/bvr2ffkrx3.wav,莫著急 細子 𠊎人即討,mai31 choo55 gib24 se31 zu31 ngai53 ngin53 cid43 too31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/ttng3pt613.wav,你正經足好心救遐隻貓个正係補償𫣆人做个事情啦莫拁大貨講哦,hen53 zhin31 gen11 ziu24 hoo31 sim11 giu31 ga24 zha24 ngiau31 e11 zhang31 he55 bu31 shong53 een11 ngin53 zoo31 e55 su55 cin53 la11 mai31 ga11 tai55 foo31 gong31 o11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/ei9dki9tgo.wav,頭下敢係煞不理个人救𠊎𠊎毋係無歡喜哦真歡喜你無仰子 捷巴利大家𠊎毋係挑持討得人驚毋過石頭漿偎過莊頭啊,teu53 ha55 gam31 he55 sad24 bud24 li31 gai31 ngin53 giu31 ngai53 ngai53 m11 he55 mo53 fan11 hi31 o11 zhin11 fan11 hi31 hen53 mo53 ngiong55 zu31 ciab43 ba11 li55 tai55 ga11 ngai53 m11 he55 teeu11 di53 too31 ded24 ngin53 giang11 m55 goo31 sha55 teu53 ziong11 bba31 goo31 zong11 teu53 a31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/tlsnwnaq6j.wav,這滿會用講出你个好主意啊達里拉𠊎 毋過 𠊎一直在做毋著啊莫著急 用一兜仔時間想提絜講了著若你好好去想即會用想著好辦法啊,li24 man31 bbue55 rhung55 gong31 chid24 hen53 e55 hoo31 zhi31 rhi31 a31 tad43 li31 la11 ngai53 m55 goo31 ngai53 rhid24 chid43 de55 zoo31 m55 chioo55 a33 mai31 choo55 gib24 rhung55 rhid24 deu11 a53 shi53 geen11 siong55 te55 gied24 gong31 leeu31 choo55 na31 hen53 hoo31 hoo31 kui31 siong55 cid43 bbue55 rhung55 siong55 choo55 hoo31 peen55 fad24 a33
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/g8b7w9yh6o.wav,好啦 𠊎試䀴望開一兜仔時間 放輕鬆 想䀴望石頭漿係燒熔去个石頭𫣆人會用拁佢个溫度降低變成真丁个石頭啊,hoo31 la11 ngai53 chi31 ngiang31 mong55 koi11 rhid24 deu11 a53 shi53 geen11 biong31 kiang11 sung11 siong55 ngiang31 mong55 shia55 teu53 ziong11 he55 shio11 rhung53 kui31 e55 shia55 teu53 een11 ngin53 bbue55 rhung55 ga11 gui53 e55 bbun11 tu55 gong31 de11 bien31 shin53 zhin11 ding11 e55 shia55 teu53 a33
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/w1q86k9hc6.wav,拁石頭溫度降低𫣆人愛仰子做啊猶記得𫣆人處理狼山个樹林大火無記得啊𫣆人用山崠个雪達里拉 你猶係共款精即按做啦,ga11 sha55 teu53 bbun11 tu55 gong31 de11 een11 ngin53 oi31 ngiong55 zu31 zoo31 a11 ia53 ki31 ded24 een11 ngin53 chi31 li31 long53 san11 e55 shi55 na53 tai55 foo31 mo53 ki31 ded24 a33 een11 ngin53 rhung55 san11 dung31 e55 sied24 tad43 li31 la11 hen53 ia53 he55 kung55 kuan31 zin11 cid43 an24 zoo31 la11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/hc7169x301.wav,王國戰隊變身,ong53 gud24 zhen31 tui55 bien31 shin11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/ljynf76fuw.wav,𫣆人愛一大垤樹頭交得𠊎和諾文負責啦,een11 ngin53 oi31 rhid24 tai55 deu11 shi55 tio53 gau11 ded24 ngai53 ham55 no55 bbun53 fu55 zed24 la11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/l6vngy1p6o.wav,真激烈,zhin11 gid24 lied43
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/8mvikypihw.wav,團結起來 大家,ton53 gied24 ki31 loi53 tai55 ga11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/jjx2xw94fu.wav,王國戰隊足好个救歸莊頭个人啊嘛順續留特別个禮物得你人,ong53 gud24 zhen31 tui55 ziu24 hoo31 e11 giu31 gui11 zong11 teu53 e55 ngin53 a11 ma11 shin55 sua31 liu53 ted43 pied43 e55 li31 bbud43 ded24 hen53 ngin53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/plx1wzt754.wav,著 𫣆人救了莊頭嘛得熊族這窟真好个溫泉𫣆人成功啊 毋過因為𠊎个毋著造成恁多麻煩無定著啦 毋過你認真想清楚你即會用解決麻煩啊,choo55 een11 ngin53 giu31 leeu31 zong11 teu53 ma11 ded24 him53 cu55 li24 kud24 zhin11 hoo31 e55 bbun11 can53 een11 ngin53 shin53 gung11 a11 m55 goo31 rhin11 bbui11 ngai53 e55 m55 chioo55 coo55 shin53 ngin31 doo11 ma53 fan53 mo53 ten55 choo55 la11 m55 goo31 hen53 ngin55 zhin11 siong55 cin11 cu31 hen53 cid43 bbue55 rhung55 goi31 guad24 ma53 fan53 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/fpxtrt3be9.wav,啊𠊎一直在拁*你講熊佮意冷个物件有人想討倒在雪面上無毋使 勞力希望大貨在佢个茶涼進前會用到位這麼个 你麼个意思,a31 ngai53 rhid24 chid43 da55 ga11 * hen53 gen24 gong31 him53 ga24 rhi31 len11 e55 mi55 kien55 rhiu11 ngin53 siong55 too31 doo31 da55 sied24 min31 shong55 mo53 m55 su31 loo31 lad43 hi11 mong55 tai55 foo31 da55 gui53 e55 ca53 liong53 zin31 cien53 bboo55 rhung55 doo31 bbi55 li24 bboo24 gai31 hen53 bboo24 gai31 rhi31 su31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/8vr0njcxc5.wav,愛家長抑係監護人陪𠊎正會用入去𠊎係大人 而且係超級天才而且 無公平,oi31 ga11 zhong31 ia31 he55 gam31 fu55 ngin53 pue53 ngai53 zhang31 bbue55 rhung55 ngib43 kui31 ngai53 he55 tai55 ngin53 rhi53 cia31 he55 chio11 gib24 teen11 cai53 rhi53 cia31 mo53 gung11 piang53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/34kxb0yyly.wav,好啦阿依 𠊎堵著一個問題,hoo31 la11 a11 i55 ngai53 du31 choo55 rhid24 gai31 mun55 te53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/mdguwon5es.wav,灰熊谷真靚哦著難怪灰熊族會一直蹛在這個山谷內底,fui11 him53 gu24 zhin11 ziang11 o24 choo55 nan53 guai31 fui11 him53 cu55 bbue55 rhid24 chid43 dai31 da55 li24 gai31 san11 gu24 nui55 de31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/78xdrklljd.wav,䀴這必痕愈來愈嚴重啊𠊎應該知麼个原因啊定著係遐兜獾在遐鑽空个關係啊𠊎人傷譀啊啦係你人獾佮意鑽空啊,ngiang31 li24 bid24 fun53 lu31 loi53 lu31 ngiam53 chung11 a11 ngai53 en31 goi11 di11 bboo24 gai31 ngien53 rhin11 a11 ten55 choo55 he55 ga24 deu11 fan11 da55 ga24 zon31 kung11 e11 guan11 he11 a11 ngai53 ngin53 shiong55 ham31 a11 la11 he55 hen53 ngin53 fan11 ga24 rhi31 zon31 kung11 a33
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/3jxgx6c4iy.wav,若毋係你人熊起埤頭拁歸條河塞个𠊎人嘛毋使鑽空提水愛摟泥个腳數愛囤蜂蜜个腳數,na31 m11 he55 hen53 ngin53 him53 ki31 bi11 tio53 ga11 gui11 teeu53 hoo53 ced24 e55 ngai53 ngin53 ma11 m55 su31 zon31 kung11 te55 fi31 oi31 leu31 ni53 e55 gio24 siau31 oi31 dun31 pung11 med43 e55 gio24 siau31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/r3w23y6wxk.wav,你人冷靜一下這敢係出麼个問題問題即出在這兜獾个膴身攏係佢人在鑽空害𠊎人个埤頭討崩去啊你䀴恁䀴起來真誠無好,hen53 ngin53 len11 cin55 rhid24 ha55 li24 gam31 he55 chid24 bboo24 gai31 bbun55 te53 bbun55 te53 cid43 chid24 da55 li24 deu11 fan11 e55 bbu11 shin11 lung31 he55 gui53 ngin53 da55 zon31 kung11 hoi55 ngai53 ngin53 e55 bi11 teu53 too31 ben11 kui31 a11 hen53 ngiang31 en24 ngiang31 ki31 loi53 zhin11 shang53 mo53 hoo31
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/k96g9g0gyn.wav,你確定係鑽空造成个若無遐係麼个原因咧原因有真多侵蝕結構問題地動,hen53 koo24 ten55 he55 zon31 kung11 coo55 shang53 e11 na31 mo53 ga24 he55 bboo24 gai31 ngien53 rhin11 le11 ngien53 rhin11 rhiu11 zhin11 doo11 cim11 shid43 gied24 geu31 bbun55 te53 ti55 tung11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/0umnmheumx.wav,你有感覺著無,hen53 rhiu11 gam31 goo24 choo55 mo53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/us8odi7e7s.wav,𠊎當然感覺著啊佢人擱在摟空毋過𠊎人今日無摟空啊,ngai53 dong11 rhen53 gam31 goo24 choo55 a33 gui53 ngin53 goo24 de55 leu31 kung11 m55 goo31 ngai53 ngin53 gin11 ngid24 mo53 leu31 kung11 a33
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/3x37rvodzm.wav,石頭跌落來啊大家愛細義哦,sha55 teu53 deed24 loo55 loi53 a11 tai55 ga11 oi31 se31 ngi55 o24
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/f6flbmub0q.wav,埤頭,bi11 teu53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/o2lpxd7jmc.wav,這下壞啊啦提絜喊另外个人來無問題,li24 ha55 fai55 a33 la11 te55 gied24 heem31 lin55 nguai55 e55 ngin53 loi53 mo53 mun55 te53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/kixu1fhbwi.wav,你䀴王國戰隊,hen53 ngiang31 ong53 gud24 zhen31 tui55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/xw0ir7d818.wav,路卡𫣆人有麻煩啊訊號係對灰熊谷來个灰熊谷遐毋係諾文和提絜去个所在熊族和獾族作垺了無好𠊎即派佢人去兩族遐做公親了解佢人,lu55 ka31 een11 ngin53 rhiu11 ma53 fan53 a11 sin31 hoo55 he55 doi31 fui11 him53 gu24 loi53 e11 fui11 him53 gu24 ga24 m11 he55 no55 bbun53 ham55 te55 gied24 kui31 e55 su31 cai55 him53 cu55 ham55 fan11 cu55 zoo24 pu53 leeu31 mo53 hoo31 ngai53 cid43 pai31 gui53 ngin53 kui31 liong31 cu55 ga24 zoo31 gung11 cin11 leeu31 goi31 gui53 ngin53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/rk4qbqgu79.wav,即知佢人會引起擱較大个相爭好你人頭好攔緊過去𠊎知啊好啊大家𫣆人行,cid43 di11 gui53 ngin53 bbue55 rhin31 ki31 goo24 ka31 tai55 e55 siong11 zang11 hoo31 hen53 ngin53 teu53 hoo31 lan53 gin31 goo31 kui31 ngai53 di11 a11 hoo31 a11 tai55 ga11 een11 ngin53 hang53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/ywp7hy7j38.wav,𠊎講過幾*下遍啊𠊎人今日無在摟空拜五係𠊎人大家个歇睏日若無𠊎仰子會在這釣魚咧所以你人承認昨日有摟空啊著無,ngai53 gong31 goo31 gi31*ha55 gia33 bien31 a11 ngai53 ngin53 gin11 ngid24 mo53 de55 leu31 kung11 bai31 m31 he55 ngai53 ngin53 tai55 ga11 e55 hied24 kun31 ngid24 na31 mo53 ngai53 ngiong55 zu31 bbue55 de55 lia24 deeu31 m53 le11 su31 rhi31 hen53 ngin53 shin53 ngin55 ca11 ngid24 rhiu11 leu31 kung11 a11 choo55 mo53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/6s27v28c3j.wav,歹勢打斷你人毋過𫣆人在埤頭面上一個大埤頭面上有真多必痕𠊎建議𫣆人開始修理啦著在這相爭猶較輸開始做事較實在,painn31 she31 da31 ton11 hen53 ngin53 m55 goo31 een11 ngin53 da55 bi11 teu53 min31 shong55 rhid24 gai31 tai55 bi11 teu53 min31 shong55 rhiu11 zhin11 doo11 bid24 fun53 ngai53 gien31 ngi55 een11 ngin53 koi11 shi31 siu11 li31 la11 choo55 da55 lia24 siong11 zang11 ia53 ka31 shi11 koi11 shi31 zoo31 she55 ka31 shid43 cai55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/29r8qta5re.wav,等下熊族講了真著若係獾个鑽空造成這款結果恁即有麻煩啊遐無一定哦𫣆人攏知獾佮意鑽空啊啊𠊎知熊攏佮意烏白賴人,den31 ha55 him53 cu55 gong31 leeu31 zhin11 choo55 na31 he55 fan11 e55 zon31 kung11 coo55 shin53 li24 kuan31 gied24 goo31 an24 cid43 rhiu11 ma53 fan53 a11 ga24 mo53 rhid24 ten55 o24 een11 ngin53 lung31 di11 fan11 ga24 rhi31 zon31 kung11 a33 a31 ngai53 di11 him53 lung31 ga24 rhi31 bbu11 pa55 lai55 ngin53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/v8xtnb9bi3.wav,你䀴啊佢人吵到毋知好煞啊大家這跡位係仰子啊麼个𠊎講這跡位嗬會用拁警笛關莫無,hen53 ngiang31 a33 gui53 ngin53 cau31 doo31 m11 di11 hoo31 sad24 a33 tai55 ga11 li24 zia24 bbi55 he55 ngiong55 zi31 a11 bboo24 gai31 ngai53 gong31 li24 zia24 bbi55 honn31 bbue55 rhung55 ga11 gin31 ted43 guan11 mai31 mo53
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/kmspqz4ibs.wav,勞力你達里拉𫣆人在天崠䀴著个求救訊號這座埤頭䀴起來狀況真䆀啊𠊎干若䀴著你人在這寃家鬥底係仰子啊歹勢啦路卡𠊎人有一兜勢毋著方向啊,loo31 lad43 hen53 tad43 li31 la11 een11 ngin53 de55 teen11 dung31 ngiang31 choo55 e55 kiu53 giu31 sin31 hoo55 li24 coo55 bi11 teu53 ngiang31 ki31 loi53 cong55 kong31 zhin11 bbai11 a31 ngai53 gan11 na31 ngiang31 choo55 hen53 ngin53 de55 lia24 hien11 ga11 deu31 de31 he55 ngiong55 zu31 a11 painn31 she31 la11 lu55 ka31 ngai53 ngin53 rhiu11 rhid24 deu11 she31 m55 choo55 fong11 hiong31 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/t1wnf90ptz.wav,這個地動得埤頭必開啊𠊎人正準備討修理著無著所以你莫來鎮位啦𠊎即討咧,li24 gai31 ti55 tung11 dad24 bi11 teu53 bid24 koi11 a11 ngai53 ngin53 zhang31 zhin31 pi55 too31 siu11 li31 choo55 mo53 choo55 su31 rhi31 hen53 mai31 loi53 din31 bbi55 la11 ngai53 cid43 too31 le11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/wqy47ipt67.wav,𫣆人愛了解這損害有幾大提絜去檢查埤頭達里拉去尋出地動个原因下腳敢係一個莊頭遐係熊岩村係𠊎人个屋下路卡這跡位有一兜真大个震波,een11 ngin53 oi31 leeu31 goi31 lia24 sun31 hoi55 rhiu11 gid24 tai55 te55 gied24 kui31 giam31 za11 bi11 teu53 tad43 li31 la11 kui31 cim53 chud24 ti55 tung11 e55 ngien53 rhin11 ha11 gio24 gam31 he55 rhid24 gai31 zong11 teu53 ga24 he55 him53 ngam53 chen11 he55 ngai53 ngin53 e55 bbu24 ha11 lu55 ka31 li24 zia24 bbi55 rhiu11 rhid24 deu11 zhin11 tai55 e55 zhin31 poo11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/cplwdtpv3a.wav,震麼个波啊地動个意思啦有幾嚴重毋會傷壞啦毋過已經罅威脅著這個埤頭埤頭猶有幾久會崩去咧無幾久擱一個地動歸個埤頭即會崩去啊,zhin31 bboo24 gai31 poo11 a11 ti55 tung11 e55 rhi31 su31 la11 rhiu11 gid24 ngiam53 chung11 m11 bboi55 shiong55 fai55 la11 m55 goo31 rhi31 gen11 la55 bbui11 hiab43 choo55 li24 gai31 bi11 tio53 bi11 teu53 ia53 rhiu11 gid24 giu31 bbue55 ben11 kui31 le11 mo53 gid24 giu31 goo24 rhid24 gai31 ti55 tung11 gui11 gai31 bi11 teu53 cid43 bbue55 ben11 kui31 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/pk5qbsguw6.wav,崩去村民討仰子𠊎个屋下人討仰子𫣆人愛去遐下腳拁熊族救出來你人大家跈𠊎來提絜諾文𫣆人行啦,ben11 kui31 chen11 min53 too31 ngiong55 zi31 ngai53 e55 bbu24 ha11 ngin53 too31 ngiong55 zi31 een11 ngin53 oi31 kui31 ga24 ha11 gio24 ga11 him53 cu55 giu31 chid24 loi53 hen53 ngin53 tai55 ga11 ten53 ngai53 loi53 te55 gied24 no55 bbun53 een11 ngin53 hang53 la11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/4mmlqr9ysh.wav,你人大家聽好哦𠊎人愛你人離開這埤頭在討崩去啊佢崩去个時務你人个莊頭會歸下蔭在水底𠊎人定著毋會離開這跡位𠊎人个屋在這,hen53 ngin53 tai55 ga11 ten11 hoo31 o24 ngai53 ngin53 oi31 hen53 ngin53 li53 koi11 lia24 bi11 teu53 da55 too31 ben11 kui31 a11 gui53 ben11 kui31 e55 shi53 bbu55 hen53 ngin53 e55 zong11 teu53 bbue55 gui11 ha55 rhim11 da55 fi31 de31 ngai53 ngin53 ten55 choo55 m11 bboi55 li53 koi11 li24 zia24 bbi55 ngai53 ngin53 e55 bbu24 da55 lia24
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/ajm157h64p.wav,你人有危險你人敢無聽著路卡講个𠊎人一直攏蹛在大石熊下著啦著啦無毋著啦毋過這真危險埤頭拄毋會核啊,hen53 ngin53 rhiu11 bbui53 hiam31 hen53 ngin53 gam31 mo53 ten11 choo55 lu55 ka31 gong31 e11 ngai53 ngin53 rhid24 chid43 lung31 dai31 da55 tai55 sha55 him53 ha11 choo55 la11 choo55 la11 mo53 m55 choo55 la11 m55 goo31 lia24 zhin11 bbui53 hiam31 bi11 teu53 du31 m11 bboi55 hed43 a11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/2o7sfmw9uj.wav,一隻獾識麼个你干若想討惑𠊎人離開定毋管𠊎人即討蹛在這跡位大家轉去你人个屋下,rhid24 zha24 fan11 shid24 bboo24 gai31 hen53 gan11 na31 siong55 too31 foo24 ngai53 ngin53 li53 koi11 ten11 m55 guan31 ngai53 ngin53 cid43 too31 dai31 da55 li24 zia24 bbi55 tai55 ga11 zhen31 kui31 hen53 ngin53 e55 bbu24 ha11
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/2m8hnrd68h.wav,等一下,den31 rhid24 ha55
data/dataset_2/熱身賽_媒體語料_詔安腔_1H/jtu4o3gyxx.wav,你䀴𠊎熟事這個獾真久啊𠊎人無定著會䀴雙裡無順目毋過𠊎相信佢佢係𠊎个隊友嘛係𠊎个朋友佢講遐個埤頭會崩,hen53 ngiang31 ngai53 shiu55 su55 li24 gai31 fan11 zhin11 giu31 a11 ngai53 ngin53 mo53 ten55 choo55 bbue55 ngiang31 sung11 le31 mo53 shin55 hm24 m55 goo31 ngai53 siong11 sin31 gui53 gui53 he55 ngai53 e55 tui55 rhiu31 ma11 he55 ngai53 e55 pen53 rhiu31 gui53 gong31 ga24 gai31 bi11 teu53 bbue55 ben11
